Id,Enunciado,Tópico,Contexto,English
1728,"Matriz Simétrica
Escreva um programa que tenha como entrada uma matriz quadrada. Como saída, imprima SIMETRICA, caso a matriz seja simétrica, ou ASSIMETRICA, caso contrário.
",Matrizes,Matemático,"
Symmetric Matrix
Write a program that has a square matrix as input. As a way out,
print SYMMETRIC, if the matrix is ​​symmetrical, or ASymmetric, otherwise.
""
"" "
1729,"Matriz Esparsa ou Densa
 
Uma matriz é dita ser esparsa, caso mais da metade de seus elementos sejam iguais a zero. Por outro lado, caso a metade dos elementos ou mais sejam diferentes de zero, então esta matriz é dita ser densa.
Escreva um programa que leia uma matriz de inteiros. Como saída, imprima:

a palavra DENSA, caso a matriz seja densa; ou
a palavra ESPARSA, caso contrário.

 
",Matrizes,Matemático,"
Sparse or Dense Matrix
A matrix is ​​said to be sparse if more than half of its elements are
equal to zero. On the other hand, if half or more of the elements are
nonzero, so this matrix is ​​said to be dense.
Write a program that reads an array of integers. As output, print:
the word DENSE if the matrix is ​​dense; or
the word SPARSE, otherwise.
""
"" "
1730,"Ataques à Quimera
 
Seu grupo de guerreiros acabou de chegar à toca da Quimera. Os danos causados pelos ataques de cada guerreiro foram guardados em uma matriz A, em que o elemento Ai,j representa o dano causado pelo j-ésimo ataque do i-ésimo guerreiro, conforme exemplo abaixo:



 
Ataque 0
Ataque 1
Ataque 2


Guerreiro 0
6
0
1


Guerreiro 1
0
0
3


Guerreiro 2
8
4
 1 




O dano total causado por um guerreiro é a soma de todos os seus ataques.
Escreva um programa que leia uma matriz de inteiros, que contém os danos dos ataques, em pontos de força. Como saída, imprima o índice i do guerreiro que causou mais danos à Quimera.
 
",Matrizes,Jogos,"
Chimera Attacks
Your group of warriors have just arrived at Chimera's lair. The damage caused
by the attacks of each warrior were stored in a matrix A, where the
element Ai, j represents the damage dealt by the jth attack of the ith
warrior, as shown below:
Attack 0
Attack 1
Attack 2
Warrior 0
6th
0
1
Warrior 1
0
0
3
Warrior 2
8th
4
1
The total damage dealt by a warrior is the sum of all his attacks.
Write a program that reads an array of integers, which contains the damage of
attacks, in strength points. As output, print the index i of the warrior who
caused more damage to Chimera.
""
"" "
1731,"Maior Quantidade de Calorias
 
Uma nutricionista mantêm um controle semanal de calorias ingeridas (em kcal) pelos seus clientes, conforme o exemplo da tabela abaixo.



 
SEG
TER
QUA
QUI
SEX
SAB
DOM


Cliente 0
1600
1800
2000
1300
1400
1400
1500


Cliente 1
1200
1300
1500
1200
1100
1200
1500


Cliente 2
200
2100
2300
1900
2000
2200
2800


...
...
...
...
...
...
...
...




Escreva um programa que leia uma matriz de inteiros, em que o elemento Ai,j representa a quantidade de calorias ingeridas pelo cliente i no dia da semana j. Considere que SEG é o índice 0, TER é o índice 1, ..., e DOM é o índice 6.
 
Como saída, imprima o índice i do cliente que mais ingeriu calorias na semana.
",Matrizes,Saúde,"
Most Calories
A nutritionist maintains a weekly control of calories ingested (in kcal).
by your customers, as shown in the table below.
MON
TUE
WED
THU
FRI
SAT
SUN
Client 0
1600
1800
2000
1300
1400
1400
1500
Client 1
1200
1300
1500
1200
1100
1200
1500
Client 2
200
2100
2300
1900
2000
2200
2800
...
...
...
...
...
...
...
...
Write a program that reads an array of integers, where the element Ai, j
represents the amount of calories consumed by customer i on weekday j.
Assume SEG is index 0, TER is index 1, ..., and DOM is index 6.
For output, print out the i-index of the customer who consumed the most calories in the week.
""
"" "
1732,"Menor Quantidade de Calorias
 
Uma nutricionista mantêm um controle semanal de calorias ingeridas (em kcal) pelos seus clientes, conforme o exemplo da tabela abaixo.



 
SEG
TER
QUA
QUI
SEX
SAB
DOM


Cliente 0
1600
1800
2000
1300
1400
1400
1500


Cliente 1
1200
1300
1500
1200
1100
1200
1500


Cliente 2
200
2100
2300
1900
2000
2200
2800


...
...
...
...
...
...
...
...




 
Escreva um programa que leia uma matriz de inteiros, em que o elemento Ai,j representa a quantidade de calorias ingeridas pelo cliente i no dia da semana j. Considere que SEG é o índice 0, TER é o índice 1, ..., e DOM é o índice 6.
 
Como saída, imprima o índice i do cliente que ingeriu menos calorias na semana.
 
",Matrizes,Saúde,"
Fewer Calories
A nutritionist maintains a weekly control of calories ingested (in kcal).
by your customers, as shown in the table below.
MON
TUE
WED
THU
FRI
SAT
SUN
Client 0
1600
1800
2000
1300
1400
1400
1500
Client 1
1200
1300
1500
1200
1100
1200
1500
Client 2
200
2100
2300
1900
2000
2200
2800
...
...
...
...
...
...
...
...
Write a program that reads an array of integers, where the element Ai, j
represents the amount of calories consumed by customer i on weekday j.
Assume SEG is index 0, TER is index 1, ..., and DOM is index 6.
For output, print out the i-index of the customer who ate the least calories in the week.
""
"" "
1734,"Pior Vendedor da Semana
 
O dono de uma loja de informática mantém a quantidade total de vendas realizadas pelos seus vendedores durante a semana, conforme tabela abaixo:



 
SEG
TER
QUA
QUI
SEX
SAB
DOM


Vendedor 0
1600.0
1800.0
2000.0
1300.0
1400.0
1400.0
1500.0


Vendedor 1
1200.0
1300.0
1500.0
1200.0
1100.0
1200.0
1500.0


Vendedor 2
2000.0
2100.0
2300.0
1900.0
2000.0
2200.0
2800.0


...
...
...
...
...
...
...
...




 
Escreva um programa que leia uma matriz de vendas em que o elemento Ai,j representa a quantidade total de vendas feitas pelo vendedor i no dia da semana j. Considere que SEG é o índice 0, TER é o índice 1, ..., e DOM é o índice 6.
 
Como saída, seu programa deve imprimir o índice do vendedor que realizou menos vendas na semana.
 
",Matrizes,RH,"
Worst Seller of the Week
A computer store owner keeps the total amount of sales made
by your sellers during the week, as shown below:
MON
TUE
WED
THU
FRI
SAT
SUN
Seller 0
1600.0
1800.0
2000.0
1300.0
1400.0
1400.0
1500.0
Seller 1
1200.0
1300.0
1500.0
1200.0
1100.0
1200.0
1500.0
Seller 2
2000.0
2100.0
2300.0
1900.0
2000.0
2200.0
2800.0
...
...
...
...
...
...
...
...
Write a program that reads a sales matrix where the element Ai, j
represents the total amount of sales made by seller i on the day of the week
j. Assume SEG is index 0, TER is index 1, ..., and DOM is index 6.
As an output, your program should print out the index of the least successful seller.
sales in the week.
""
"" "
1733,"Vendedor da Semana
 
O dono de uma loja de informática mantém a quantidade total de vendas realizada pelos seus vendedores durante a semana, conforme tabela abaixo:
 



 
SEG
TER
QUA
QUI
SEX
SAB
DOM


Vendedor 0
1600.0
1800.0
2000.0
1300.0
1400.0
1400.0
1500.0


Vendedor 1
1200.0
1300.0
1500.0
1200.0
1100.0
1200.0
1500.0


Vendedor 2
2000.0
2100.0
2300.0
1900.0
2000.0
2200.0
2800.0


...
...
...
...
...
...
...
...




 
Escreva um programa que leia uma matriz de vendas, em que o elemento Ai,j representa a quantidade total de vendas realizadas pelo vendedor i no dia da semana j. Considere que SEG é o índice 0, TER é o índice 1, ..., e DOM é o índice 6.
 
Como saída, imprima o índice i do vendedor que mais realizou vendas na semana.
",Matrizes,Comercial,"
Salesman of the Week
A computer store owner keeps the total amount of sales made
by your sellers during the week, as shown below:
MON
TUE
WED
THU
FRI
SAT
SUN
Seller 0
1600.0
1800.0
2000.0
1300.0
1400.0
1400.0
1500.0
Seller 1
1200.0
1300.0
1500.0
1200.0
1100.0
1200.0
1500.0
Seller 2
2000.0
2100.0
2300.0
1900.0
2000.0
2200.0
2800.0
...
...
...
...
...
...
...
...
Write a program that reads a sales matrix, where the element Ai, j
represents the total amount of sales made by seller i on the day of
week j. Assume SEG is index 0, TER is index 1, ..., and DOM is the
index 6.
For output, print out the i-index of the highest-selling seller in the week.
""
"" "
1735,"Ganhador do Arco-e-Flecha
 
Em uma competição de arco-e-flecha, cada jogador tem direito a 3 lançamentos. Cada lançamento gera uma pontuação, proporcional à distância da flecha em relação ao centro do alvo. Ao final da competição, os pontos dos jogadores são guardados em uma matriz, conforme exemplo abaixo:
 



 
Lançamento 0
Lançamento 1
Lançamento 2


Jogador 0
16
18
20


Jogador 1
12
13
15


Jogador 2
20
21
23


...
...
...
...



 
Escreva um programa que leia uma matriz de pontos, em que o elemento Ai,j representa a pontuação do lançamento j obtida pelo jogador i.
 
Como saída, imprima o índice do jogador ganhador, ou seja, aquele que obteve mais pontos.
",Matrizes,Esporte,"
Archery Winner
In an archery competition, each player is entitled to 3 throws.
Each throw generates a score, proportional to the distance of the arrow in
relation to the center of the target. At the end of the competition, players' points are
stored in an array as shown below:
Release 0
Release 1
Release 2
Player 0
16
18
20
Player 1
12
13
15
Player 2
20
21
23
...
...
...
...
Write a program that reads an array of points, where the element Ai, j
represents the score of throw j obtained by player i.
As output, print the index of the winning player, that is, the one who obtained
more points.
""
"" "
1736,"Último Lugar do Arco-e-Flecha
 
Em uma competição de arco-e-flecha, cada jogador tem direito a 3 jogadas. Cada jogada gera uma quantidade de pontos, dependendo de quão perto do centro a flecha chegou. Ao final da competição, os pontos dos jogadores são guardados em uma matriz, conforme exemplo abaixo:
 



 
Lançamento 0
Lançamento 1
Lançamento 2


Jogador 0
16
18
20


Jogador 1
12
13
15


Jogador 2
20
21
23


...
...
...
...



 
Escreva um programa que leia uma matriz de pontos em que o elemento Ai,j representa a pontuação do lançamento j obtida pelo jogador i.
 
Como saída, imprima o índice do jogador que ficou em último lugar, ou seja, aquele que obteve menos pontos.
",Matrizes,Esporte,"
Archery's Last Place
In an archery competition, each player is entitled to 3 moves. Each
play generates a number of points depending on how close to the center the
arrow has come. At the end of the competition, players' points are saved in
an array, as shown below:
Release 0
Release 1
Release 2
Player 0
16
18
20
Player 1
12
13
15
Player 2
20
21
23
...
...
...
...
Write a program that reads an array of points where the element Ai, j
represents the score of throw j obtained by player i.
As output, print the index of the player who was last, that is,
the one that got the least points.
""
"" "
1737,"Ganhador da Corrida
 
Em uma corrida, cada competidor dá 3 voltas em um campo. Ao final, os tempos (em segundos) das três voltas dos corredores são guardados em uma matriz, conforme exemplo abaixo:
 



 
Volta 0
Volta 1
Volta 2


Corredor 0
16.3
18.1
20.6


Corredor 1
12.6
13.7
15.3


Corredor 2
20.2
21.3
23.1


...
...
...
...



 
Escreva um programa que leia uma matriz de tempos, em que o elemento Ai,j representa o tempo da j-ésima volta do corredor i.
 
Como saída, imprima o índice do corredor que ficou em primeiro lugar, ou seja, aquele que obteve o menor tempo total.
 
",Matrizes,Esporte,"
Race Winner
In one race, each competitor goes 3 laps in a field. In the end, the times (in
seconds) of the three laps of the corridors are stored in a matrix as
example below:
Round 0
Round 1
Round 2
Runner 0
16.3
18.1
20.6
Runner 1
12.6
13.7
15.3
Hall 2
20.2
21.3
23.1
...
...
...
...
Write a program that reads an array of times, where the element Ai, j
represents the jth time of corridor i.
As output, print the index of the corridor that came first, that is,
the one who got the shortest total time.
""
"" "
1738,"Último Lugar da Corrida
 
Em uma corrida, cada competidor dá 3 voltas em um campo. Ao final, os tempos (em segundos) das três voltas dos jogadores são guardadis em uma matriz, conforme exemplo abaixo:



 
Volta 0
Volta 1
Volta 2


Corredor 0
16.3
18.1
20.6


Corredor 1
12.6
13.7
15.3


Corredor 2
20.2
21.3
23.1


...
...
...
...



 
Escreva um programa que leia uma matriz de tempos, em que o elemento Ai,j representa o tempo da j-ésima volta do corredor i.
 
Como saída, imprima o índice do corredor que ficou em último lugar, ou seja, aquele que obteve o maior tempo total.
 
",Matrizes,Esporte,"
Last Place of the Race
In one race, each competitor goes 3 laps in a field. In the end, the times (in
seconds) of the three laps of the players are stored in a matrix as
example below:
Round 0
Round 1
Round 2
Runner 0
16.3
18.1
20.6
Runner 1
12.6
13.7
15.3
Hall 2
20.2
21.3
23.1
...
...
...
...
Write a program that reads an array of times, where the element Ai, j
represents the jth time of corridor i.
As output, print out the last corridor index, ie
the one who got the most total time.
""
"" "
1612,"Iniciais do Nome
 
Faça um programa que tenha como entrada uma string contendo o nome de uma pessoa. Como saída, seu programa deverá imprimir as iniciais do nome em letras maiúsculas.
 
Considere que a entrada estará em maiúsculas e que as preposições (exemplos: “DE”, “DA”, “DAS”, “DOS”, etc) também são nomes e deverão ser incluídos nas iniciais.
",Strings,Outros,"
Name Initials
Make a program that has as input a string containing the name of a
person. As an output, your program should print the initials of the name in letters.
capital letters.
Assume the entry is in uppercase and prepositions (examples:
“DE”, “DA”, “DAS”, “DOS”, etc.) are also names and should be included in the
initials.
""
"" "
1800,"Qual o valor da fórmula?
Escreva um programa que leia três variáveis reais a, b, c, nesta ordem.
Como saída, o programa deve imprimir o resultado da seguinte fórmula matemática:
\[\frac{(a^2+b^2+c^2)}{(a+b+c)}\]
Arredonde os resultados com 07 casas decimais.
",Variáveis e Estrutura Sequencial,Matemático,"
What is the value of the formula?
Write a program that reads three real variables a, b, c, in this order.
As output, the program should print the result of the following mathematical formula:
\ [\ frac {(a ^ 2 + b ^ 2 + c ^ 2)} {(a + b + c)} \]
Round the results to 07 decimal places.
""
"" "
1801,"Feitiço para abrir objetos
A bruxa Hermitwo precisa lançar um feitiço para abrir objetos. O feitiço consiste em repetir N vezes a seguinte frase mágica:
Abra + nome_do_objeto
Escreva um programa que leia as seguintes informações, nesta ordem:

Nome do objeto
Número de repetições do feitiço

Como saída, imprima o feitiço a ser conjurado por Hermitwo.
",Estrutura de repetição por contagem,Jogos,"
Spell to open objects
Witch Hermitwo needs to cast a spell to open objects. The spell
consists of repeating N times the following magic phrase:
Open + object_name
Write a program that reads the following information, in this order:
Object Name
Number of spell repetitions
As an output, print the spell to be cast by Hermitwo.
""
"" "
1802,"Dano na batalha
Escreva um programa que leia as seguintes informações:

Pontos de vida iniciais de um monstro antes de uma batalha de RPG (Role Playing Game).
Os valores sorteados no lançamento de dois dados de vinte faces (D1 e D2).

Como resultado, determine os pontos de vida RESTANTES do monstro após a aplicação do golpe. O dano causado pelo golpe corresponde à parte inteira do resultado da seguinte fórmula:
\[dano=\lfloor\sqrt{5\cdot D1}+\pi^{\frac{D2}{3}}\rfloor\]
onde D1 e D2 são os valores sorteados pelos dados, na ordem informada.
",Variáveis e Estrutura Sequencial,Jogos,"
Damage in battle
Write a program that reads the following information:
Initial hit points of a monster before a role playing battle
Game).
The values ​​drawn on the roll of two twenty-sided dice (D1 and D2).
As a result, determine the monster's REMAINING hit points after
application of the blow. The damage caused by the blow corresponds to the entire part of the
result of the following formula:
\ [damage = \ lfloor \ sqrt {5 \ cdot D1} + \ pi ^ {\ frac {D2} {3}} \ rfloor \]
where D1 and D2 are the values ​​drawn by the data, in the order entered.
""
"" "
1803,"Dígito verificador
Objetivo: calcular o dígito verificador de uma conta bancária
As contas bancárias do banco Gringotes são identificadas por uma sequência de quatro dígitos, mais um dígito verificador. Exemplo:

Para calcular o dígito verificador, procede-se assim:

Começando da direita para a esquerda, cada dígito da conta é multiplicado por um número, sendo o primeiro por 2, depois por 3, depois por 4, e depois por 5.
O somatório dessas multiplicações é dividido por 11.
O resto desta divisão (módulo 11) é o dígito verificador.

Observe este exemplo:

Escreva um programa que leia um número inteiro de quatro dígitos, correspondente à conta bancária. Como saída, imprima o dígito verificador.
",Variáveis e Estrutura Sequencial,Bancário,"
Verifying digit
Objective: Calculate the check digit of a bank account
Gringotes bank accounts are identified by a sequence of
four digits plus a check digit. Example:
To calculate the check digit, proceed as follows:
Starting from right to left, each account digit is multiplied by one
number, the first being 2, then 3, then 4, and then 5.
The sum of these multiplications is divided by 11.
The rest of this division (module 11) is the check digit.
Note this example:
Write a program that reads a four-digit integer corresponding to
to the bank account. As output, print the check digit.
""
"" "
1804,"Distância entre dois pontos no plano cartesiano
Sejam A e B dois pontos sobre o plano cartesiano, como ilustrado na figura a seguir.

A distância d entre A e B é dada pela seguinte fórmula:
\[d_{AB}=\sqrt{(X_B-X_A)^2+(Y_B-Y_A)^2}\]
Elabore um programa que leia as coordenadas do ponto A (XA,YA) e as do ponto B (XB,YB), nessa ordem, e imprima no console o valor da distância entre eles com até três casas decimais de precisão.
",Variáveis e Estrutura Sequencial,Matemático,"
Distance between two points in the Cartesian plane
Let A and B be two points on the Cartesian plane, as illustrated in
follow.
The distance d between A and B is given by the following formula:
\ [d_ {AB} = \ sqrt {(X_B-X_A) ^ 2 + (Y_B-Y_A) ^ 2} \]
Design a program that reads the coordinates of point A (XA, YA) and those of point B
(XB, YB), in that order, and print to the console the value of the distance between them with
up to three decimal places of precision.
""
"" "
1805,"Ponto médio entre dois pontos no plano cartesiano
Sejam A e B dois pontos sobre plano cartesiano. As coordenadas do ponto M, o ponto médio do segmento de reta formado por A e B, são dadas por:
\[x_M=\frac{(x_B+x_A)}{2}\]
\[y_M=\frac{(y_B+y_A)}{2}\]

Elabore um programa que leia, nesta ordem:

as coordenadas do ponto A (xA, yA)
as coordenadas do ponto B (xB, yB)

Como saída, imprima o valor das coordenadas xM e yM, nessa ordem, com até uma casa decimal de precisão.
",Variáveis e Estrutura Sequencial,Matemático,"
Midpoint between two points in the Cartesian plane
Let A and B be two points on the Cartesian plane. The coordinates of point M, the
midpoint of the line segment formed by A and B, are given by:
\ [x_M = \ frac {(x_B + x_A)} {2} \]
\ [y_M = \ frac {(y_B + y_A)} {2} \]
Design a program that reads, in this order:
the coordinates of point A (xA, yA)
the coordinates of point B (xB, yB)
As output, print the value of the xM and yM coordinates, in that order, with up to one
decimal place of precision.
""
"" "
1806,"Problema do aniversário
Em um grupo de n pessoas, a probabilidade de que duas delas façam aniversário no mesmo dia do ano é dada pela seguinte expressão:
\[p\left(n\right)=1-\frac{365!}{(365-n)!}\cdot\frac{1}{365^n}\]
Escreva um programa que leia o número de pessoas em um grupo e, como saída, informe a probabilidade (em %) de duas pessoas desse grupo fazerem aniversário juntas. Apresente o resultado com até duas casas decimais de precisão.
Observe que p será um número entre 0 e 1 por ser uma probabilidade. A questão solicita o resultaod em porcentagem. Curiosidade: Para um grupo maior que 23 pessoas, como uma sala de aula, a probabilidade de que duas pessoas façam aniversário juntas é maior que 50%. Será se isso acontece na sua turma?
",Variáveis e Estrutura Sequencial,Outros,"
Birthday problem
In a group of n people, the probability that two of them will have birthdays on
same day of the year is given by the following expression:
\ [p \ left (n \ right) = 1- \ frac {365!} {(365-n)!} \ cdot \ frac {1} {365 ^ n} \]
Write a program that reads the number of people in a group and, as a way out,
report the probability (in%) of two people in this group to have a birthday
together. Display the result with up to two decimal places of precision.
Note that p will be a number between 0 and 1 because it is a probability. The question
requests the result in percentage. Curiosity: For a group larger than 23
people, such as a classroom, the likelihood that two people will do
Birthday together is greater than 50%. Does it happen in your class?
""
"" "
1833,"Conservação do momentum: caminhões 
 
Dois caminhões (A e B) trafegam na mesma direção por uma via, conforme indicado pela figura. O motorista do caminhão A acabou colidindo e engatando com o caminhão B, que trafegava à metade da velocidade de A.
 
Escreva um programa que leia as seguintes informações:

Massa do caminhão A (mA), em kg.
Massa do caminhão B (mB), em kg.
Velocidade do caminhão B (v0), em m/s.

 
Como saída, determine o valor da velocidade vf dos caminhões engatados, logo após a colisão, que é dada pela seguinte fórmula:
 

 

Adaptado de: HEWITT, P. G. Física conceitual. 12. ed. Porto Alegre: Bookman, 2015.
",Variáveis e Estrutura Sequencial,Trânsito,"
Momentum Conservation: Trucks
Two trucks (A and B) travel in the same direction along one lane as indicated
by the figure. The driver of truck A eventually collided and hitched into the
truck B, which was traveling at half the speed of A.
Write a program that reads the following information:
Mass of truck A (mA), in kg.
Mass of truck B (mB) in kg.
Truck speed B (v0), in m / s.
As output, determine the value of the vf speed of the hitched trucks, then
after the collision, which is given by the following formula:
Adapted from: HEWITT, PG Conceptual Physics. 12. ed. Porto Alegre: Bookman,
2015
""
"" "
1834,"Conservação do momentum: peixes
 
Considere dois peixes que nadam em direções opostas. O peixe grande tem massa mG e velocidade vG. O peixe pequeno tem massa mP e velocidade vP.
 
Escreva um programa que leia as quatro grandezas acima, na ordem indicada.
 
Como saída, imprima o valor da velocidade vf do peixe grande após engolir o peixe pequeno, que é dada pela seguinte fórmula:
 

 

Adaptado de: HEWITT, P. G. Física conceitual. 12. ed. Porto Alegre: Bookman, 2015.
",Variáveis e Estrutura Sequencial,Física,"
Momentum Conservation: Fish
Consider two fish that swim in opposite directions. Big fish has mG pasta
and velocity vG. The small fish has mP mass and vP speed.
Write a program that reads the four quantities above in the order given.
As output, print the vf speed value of the big fish after swallowing the
small fish, which is given by the following formula:
Adapted from: HEWITT, PG Conceptual Physics. 12. ed. Porto Alegre: Bookman,
2015
""
"" "
1835,"Período do pêndulo
 
Escreva um programa que leia o comprimento L (em metros) de um pêndulo.
 
Como saída, imprima o valor do período de oscilação (T) do pêndulo, expresso em segundos. Ele é dado pela seguinte fórmula:
 


Adaptado de: HEWITT, P. G. Física conceitual. 12. ed. Porto Alegre: Bookman, 2015.
",Variáveis e Estrutura Sequencial,Física,"
Pendulum period
Write a program that reads the length L (in meters) of a pendulum.
As output, print the value of the pendulum swing period (T), expressed in
seconds It is given by the following formula:
Adapted from: HEWITT, PG Conceptual Physics. 12. ed. Porto Alegre: Bookman,
2015
""
"" "
1836,"Comprimento do pêndulo
 
Escreva um programa que leia o período de oscilação T (em segundos) de um pêndulo.
 
Como saída, imprima o valor do comprimento (L) do pêndulo, expresso em metros. Ele é dado pela seguinte fórmula:


Adaptado de: HEWITT, P. G. Física conceitual. 12. ed. Porto Alegre: Bookman, 2015.
",Variáveis e Estrutura Sequencial,Física,"
Pendulum length
Write a program that reads the oscillation period T (in seconds) of a
pendulum.
As output, print the value of the pendulum length (L), expressed in meters.
It is given by the following formula:
Adapted from: HEWITT, PG Conceptual Physics. 12. ed. Porto Alegre: Bookman,
2015
""
"" "
1837,"Equação de Torricelli
 
Escreva um programa que leia a altura h (em metros) com que um objeto é solto do alto de um prédio.
 
Como saída, imprima o valor da velocidade v (em m/s) do objeto ao tocar o solo, expressa pela seguinte equação:


Adaptado de: HEWITT, P. G. Física conceitual. 12. ed. Porto Alegre: Bookman, 2015.
",Variáveis e Estrutura Sequencial,Física,"
Torricelli Equation
Write a program that reads the height h (in meters) at which an object is released from
tall of a building.
As output, print the velocity value v (in m / s) of the object when touching the ground,
expressed by the following equation:
Adapted from: HEWITT, PG Conceptual Physics. 12. ed. Porto Alegre: Bookman,
2015
""
"" "
1838,"Resistência Equivalente
 
Escreva um programa que leia o valor de três resistores (R1, R2 e R3) dispostos em paralelo, medidos em Ohms (Ω).
 
Como saída, imprima o valor da resistência equivalente (Req), expressa pela seguinte fórmula:


 
",Variáveis e Estrutura Sequencial,Física,"
Equivalent Resistance
Write a program that reads the value of three resistors (R1, R2 and R3) arranged
in parallel, measured in Ohms (Ω).).
As output, print the value of the equivalent resistance (Req), expressed by
following formula:
""
"" "
1839,"Equação de Clayperon – volume
 
A equação de Calyperon estabelece uma relação entre as variáveis de estado de um gás: pressão (p), volume (V) e temperatura absoluta (T):
p · V = n · R · T
Escreva um programa que leia o valor das seguintes grandezas, nesta ordem:

Pressão (p) de um gás, dada em atm.
Número de mols (n) de um gás.
Temperatura (T) de um gás, dada em graus Celsius.

 
Como saída, determine e imprima o valor do volume (V) desse gás, dado em litros (ℓ).
",Variáveis e Estrutura Sequencial,Física,"
Clayperon Equation - Volume
The Calyperon equation establishes a relationship between the state variables of a
gas: pressure (p), volume (V) and absolute temperature (T):
p · V = n · R · T
Write a program that reads the value of the following quantities, in this order:
Pressure (p) of a gas, given in atm.
Number of moles (n) of a gas.
Temperature (T) of a gas given in degrees Celsius.
As output, determine and print the volume value (V) of this gas, given in liters
(ℓ)
""
"" "
1840,"Equação de Clayperon – pressão
 
A equação de Calyperon estabelece uma relação entre as variáveis de estado de um gás: pressão (p), volume (V) e temperatura absoluta (T):
p · V = n · R · T
Escreva um programa que leia o valor das seguintes grandezas, nesta ordem:

Número de mols (n) de um gás.
Volume (V) de um gás, dada em litros (ℓ).
Temperatura (T) de um gás, dada em graus Celsius.

 
Como saída, determine e imprima o valor da pressão (p), medida em atm, a que esse gás está submetido.
",Variáveis e Estrutura Sequencial,Física,"
Clayperon Equation - Pressure
The Calyperon equation establishes a relationship between the state variables of a
gas: pressure (p), volume (V) and absolute temperature (T):
p · V = n · R · T
Write a program that reads the value of the following quantities, in this order:
Number of moles (n) of a gas.
Volume (V) of a gas given in liters (ℓ).
Temperature (T) of a gas given in degrees Celsius.
As output, determine and print the pressure value (p), measured in atm, at which
This gas is subjected.
""
"" "
1841,"Tempo para triplicar um investimento
 
Hipômenes investe um valor inicial Q0 em uma aplicação financeira, que rende a uma taxa anual r. O número y de anos necessários para que o investimento alcance o valor final Qf, é dado pela seguinte fórmula:

onde ln(x) é o logaritmo neperiano de x.
 
Escreva um programa que leia os seguintes valores, nesta ordem:

O valor inicial Q0 investido (em reais)
A taxa de rendimento r (entre 0,0 e 1,0)

 
Como saída, imprima o número total de anos necessários para que o investimento triplique de valor.

",Variáveis e Estrutura Sequencial,Bancário,"
Time to triple an investment
Hypomenes invests an initial value Q0 in a financial investment, which yields
an annual fee r. The number of years required for the investment to reach
the final value Qf is given by the following formula:
where ln (x) is the neperian logarithm of x.
Write a program that reads the following values, in this order:
The initial amount invested Q0 (in reais)
The yield rate r (between 0.0 and 1.0)
As output, print the total number of years required for the investment to
triple in value.
""
"" "
1842,"Taxa de investimento
 
Nausíaca deseja investir um valor inicial Q0 em uma aplicação financeira durante y anos. A taxa de juros r necessária para que o investimento alcance o valor final Qf, é dado pela seguinte fórmula:

onde ln(x) é o logaritmo neperiano de x.
 
Escreva um programa que leia os seguintes valores:

O valor inicial Q0 (em reais) investido por Nausíaca.
O valor final Qf (em reais) pretendido por Nausíaca.
O número de anos y de duração do investimento.

 
Como saída, determine e imprima o valor da taxa anual de juros (r) necessária para Nausíaca alcançar suas pretensões.

",Variáveis e Estrutura Sequencial,Bancário,"
Investment Rate
Nausiac wants to invest an initial value Q0 in a financial investment during
y years. The interest rate r required for the investment to reach the value
final Qf is given by the following formula:
where ln (x) is the neperian logarithm of x.
Write a program that reads the following values:
The initial value Q0 (in reais) invested by Nausiac.
The final value Qf (in reais) intended by Nausiac.
The number of years y of investment duration.
As output, determine and print the amount of annual interest rate (r) required
for Nausiac reach its pretensions.
""
"" "
1852,"Sistema de equações de duas variáveis
Um sistema de equações lineares da forma:

pode ser resolvido utilizando-se as seguintes fórmulas:

Elabore um programa que leia o conjunto de coeficientes (a, b, c, d, e, f), nessa ordem, e imprima a solução x e y, nessa ordem.
Antes de efetuar a divisão, verifique se ela pode ser feita. Em caso negativo, imprimir no console a mensagem Nao tem solucao.
",Estrutura condicional composta,Matemático,"
Two Variable Equation System
A system of linear equations of the form:
can be solved using the following formulas:
Design a program that reads the set of coefficients (a, b, c, d, e, f),
in that order, and print solution x and y in that order.
Before splitting, make sure it can be done. If not,
print on console the message has no solution.
""
"" "
1853,"Tem troco?
Escreva um programa que leia dois números reais: preço e pagamento, nessa ordem.

Se o preço for maior que o pagamento, então o programa deve imprimir Falta X, onde X é a diferença a ser paga.
Caso contrário, o programa deve imprimir Troco de Y, onde Y é o valor a ser devolvido pelo comerciante ao comprador, que pode ser zero.

",Estrutura condicional composta,Comercial,"
Do you have change?
Write a program that reads two real numbers: price and payment, in that order.
If the price is higher than the payment, then the program should print Miss X,
where X is the difference to be paid.
Otherwise, the program should print Change Y, where Y is the value to be
returned by the merchant to the buyer, which may be zero.
""
"" "
